Chromosome,Start,B
2R,14974001,0.872052
2R,14975001,0.871757
2R,14976001,0.871247
2R,14977001,0.870625
2R,14978001,0.870281
2R,14979001,0.870675
2R,14980001,0.874551
2R,14981001,0.875256
2R,14982001,0.875703
2R,14983001,0.875890
2R,14984001,0.875803
2R,14985001,0.875433
2R,14986001,0.874757
2R,14987001,0.873731
2R,14988001,0.872588
2R,14989001,0.872187
2R,14990001,0.872584
2R,14991001,0.873827
2R,14992001,0.874954
2R,14993001,0.876284
2R,14994001,0.878201
2R,14995001,0.879910
2R,14996001,0.881372
2R,14997001,0.882633
2R,14998001,0.883727
2R,14999001,0.884681
2R,15000001,0.885935
2R,15001001,0.886615
2R,15002001,0.887205
2R,15003001,0.887714
2R,15004001,0.888150
2R,15005001,0.888518
2R,15006001,0.888820
2R,15007001,0.889061
2R,15008001,0.889239
2R,15009001,0.889353
2R,15010001,0.889401
2R,15011001,0.889376
2R,15012001,0.889313
2R,15013001,0.889329
2R,15014001,0.889635
2R,15015001,0.889879
2R,15016001,0.890048
2R,15017001,0.890148
2R,15018001,0.890182
2R,15019001,0.890150
2R,15020001,0.886264
2R,15021001,0.886062
2R,15022001,0.885784
2R,15023001,0.885419
2R,15024001,0.885004
2R,15025001,0.884911
2R,15026001,0.884818
2R,15027001,0.884619
2R,15028001,0.884313
2R,15029001,0.883896
2R,15030001,0.883359
2R,15031001,0.882687
2R,15032001,0.881859
2R,15033001,0.880846
2R,15034001,0.879608
2R,15035001,0.878090
2R,15036001,0.876495
2R,15037001,0.875561
2R,15038001,0.875299
2R,15039001,0.875855
2R,15040001,0.866626
2R,15041001,0.868482
2R,15042001,0.870059
2R,15043001,0.871384
2R,15044001,0.872507
2R,15045001,0.873464
2R,15046001,0.874283
2R,15047001,0.874984
2R,15048001,0.875581
2R,15049001,0.876086
2R,15050001,0.876506
2R,15051001,0.876844
2R,15052001,0.877100
2R,15053001,0.877273
2R,15054001,0.877353
2R,15055001,0.877357
2R,15056001,0.877804
2R,15057001,0.878498
2R,15058001,0.879103
2R,15059001,0.879637
2R,15060001,0.864516
2R,15061001,0.864594
2R,15062001,0.864667
2R,15063001,0.864735
2R,15064001,0.864799
2R,15065001,0.864859
2R,15066001,0.864914
2R,15067001,0.864965
2R,15068001,0.865012
2R,15069001,0.865056
2R,15070001,0.865095
2R,15071001,0.865130
2R,15072001,0.865162
2R,15073001,0.865190
2R,15074001,0.865214
2R,15075001,0.865234
2R,15076001,0.865250
2R,15077001,0.865263
2R,15078001,0.865272
2R,15079001,0.865277
2R,15080001,0.857291
2R,15081001,0.857153
2R,15082001,0.857010
2R,15083001,0.856864
2R,15084001,0.856713
2R,15085001,0.856558
2R,15086001,0.856398
2R,15087001,0.856233
2R,15088001,0.856063
2R,15089001,0.855889
2R,15090001,0.855710
2R,15091001,0.855525
2R,15092001,0.855335
2R,15093001,0.855140
2R,15094001,0.854939
2R,15095001,0.854733
2R,15096001,0.854520
2R,15097001,0.854301
2R,15098001,0.854077
2R,15099001,0.853846
2R,15100001,0.848732
2R,15101001,0.848470
2R,15102001,0.848201
2R,15103001,0.847925
2R,15104001,0.847642
2R,15105001,0.847351
2R,15106001,0.847053
2R,15107001,0.846746
2R,15108001,0.846432
2R,15109001,0.846108
2R,15110001,0.845776
2R,15111001,0.845435
2R,15112001,0.845084
2R,15113001,0.844723
2R,15114001,0.844352
2R,15115001,0.843970
2R,15116001,0.843578
2R,15117001,0.843173
2R,15118001,0.842757
2R,15119001,0.842328
2R,15120001,0.835594
2R,15121001,0.835087
2R,15122001,0.834565
2R,15123001,0.834028
2R,15124001,0.833476
2R,15125001,0.832906
2R,15126001,0.832320
2R,15127001,0.831716
2R,15128001,0.831092
2R,15129001,0.830449
2R,15130001,0.829786
2R,15131001,0.829100
2R,15132001,0.828392
2R,15133001,0.827661
2R,15134001,0.826904
2R,15135001,0.826121
2R,15136001,0.825311
2R,15137001,0.824472
2R,15138001,0.823622
2R,15139001,0.822913
2R,15140001,0.817077
2R,15141001,0.816453
2R,15142001,0.815931
2R,15143001,0.815615
2R,15144001,0.815390
2R,15145001,0.815142
2R,15146001,0.814954
2R,15147001,0.814976
2R,15148001,0.815193
2R,15149001,0.815561
2R,15150001,0.815938
2R,15151001,0.816280
2R,15152001,0.816586
2R,15153001,0.816859
2R,15154001,0.817099
2R,15155001,0.817307
2R,15156001,0.817521
2R,15157001,0.817750
2R,15158001,0.817951
2R,15159001,0.818122
2R,15160001,0.814357
2R,15161001,0.814398
2R,15162001,0.814401
2R,15163001,0.814365
2R,15164001,0.814291
2R,15165001,0.814180
2R,15166001,0.814033
2R,15167001,0.813848
2R,15168001,0.813627
2R,15169001,0.813370
2R,15170001,0.813077
2R,15171001,0.812747
2R,15172001,0.812380
2R,15173001,0.811976
2R,15174001,0.811536
2R,15175001,0.811057
2R,15176001,0.810540
2R,15177001,0.809985
2R,15178001,0.809390
2R,15179001,0.808755
2R,15180001,0.804994
2R,15181001,0.804236
2R,15182001,0.803445
2R,15183001,0.802605
2R,15184001,0.801717
2R,15185001,0.800800
2R,15186001,0.799978
2R,15187001,0.799142
2R,15188001,0.798252
2R,15189001,0.797353
2R,15190001,0.796424
2R,15191001,0.795435
2R,15192001,0.794388
2R,15193001,0.793349
2R,15194001,0.792325
2R,15195001,0.791287
2R,15196001,0.790186
2R,15197001,0.789014
2R,15198001,0.787768
2R,15199001,0.786464
2R,15200001,0.782353
2R,15201001,0.781102
2R,15202001,0.779924
2R,15203001,0.778936
2R,15204001,0.778119
2R,15205001,0.777275
2R,15206001,0.776336
2R,15207001,0.775375
2R,15208001,0.774563
2R,15209001,0.773946
2R,15210001,0.773536
2R,15211001,0.773289
2R,15212001,0.773131
2R,15213001,0.773158
2R,15214001,0.773253
2R,15215001,0.773446
2R,15216001,0.773721
2R,15217001,0.774092
2R,15218001,0.774529
2R,15219001,0.775023
2R,15220001,0.775244
2R,15221001,0.775817
2R,15222001,0.776423
2R,15223001,0.777197
2R,15224001,0.778040
2R,15225001,0.778860
2R,15226001,0.779604
2R,15227001,0.780269
2R,15228001,0.780858
2R,15229001,0.781371
2R,15230001,0.781810
2R,15231001,0.782176
2R,15232001,0.782482
2R,15233001,0.782777
2R,15234001,0.783105
2R,15235001,0.783594
2R,15236001,0.784141
2R,15237001,0.784745
2R,15238001,0.785288
2R,15239001,0.785766
2R,15240001,0.787294
2R,15241001,0.787609
2R,15242001,0.787860
2R,15243001,0.788048
2R,15244001,0.788172
2R,15245001,0.788233
2R,15246001,0.788230
2R,15247001,0.788164
2R,15248001,0.788033
2R,15249001,0.787848
2R,15250001,0.787642
2R,15251001,0.787373
2R,15252001,0.787036
2R,15253001,0.786663
2R,15254001,0.786292
2R,15255001,0.786094
2R,15256001,0.786082
2R,15257001,0.786258
2R,15258001,0.786553
2R,15259001,0.786834
2R,15260001,0.788942
2R,15261001,0.790060
2R,15262001,0.791442
2R,15263001,0.792904
2R,15264001,0.794295
2R,15265001,0.795920
2R,15266001,0.797611
2R,15267001,0.799384
2R,15268001,0.801202
2R,15269001,0.802919
2R,15270001,0.804519
2R,15271001,0.806146
2R,15272001,0.807732
2R,15273001,0.809131
2R,15274001,0.810368
2R,15275001,0.811701
2R,15276001,0.813110
2R,15277001,0.814327
2R,15278001,0.815511
2R,15279001,0.816710
2R,15280001,0.821459
2R,15281001,0.822283
2R,15282001,0.823089
2R,15283001,0.823935
2R,15284001,0.824707
2R,15285001,0.825355
2R,15286001,0.825947
2R,15287001,0.826601
2R,15288001,0.827160
2R,15289001,0.827580
2R,15290001,0.827864
2R,15291001,0.828024
2R,15292001,0.828060
2R,15293001,0.827996
2R,15294001,0.827858
2R,15295001,0.827581
2R,15296001,0.827152
2R,15297001,0.826792
2R,15298001,0.827004
2R,15299001,0.827352
2R,15300001,0.830587
2R,15301001,0.830453
2R,15302001,0.830168
2R,15303001,0.829733
2R,15304001,0.829144
2R,15305001,0.828397
2R,15306001,0.827483
2R,15307001,0.826393
2R,15308001,0.825112
2R,15309001,0.823623
2R,15310001,0.822035
2R,15311001,0.820784
2R,15312001,0.819661
2R,15313001,0.818800
2R,15314001,0.817732
2R,15315001,0.816707
2R,15316001,0.816182
2R,15317001,0.816112
2R,15318001,0.816196
2R,15319001,0.816365
2R,15320001,0.818237
2R,15321001,0.819266
2R,15322001,0.820664
2R,15323001,0.821896
2R,15324001,0.823072
2R,15325001,0.824217
2R,15326001,0.825237
2R,15327001,0.826220
2R,15328001,0.827318
2R,15329001,0.828428
2R,15330001,0.829346
2R,15331001,0.830085
2R,15332001,0.830678
2R,15333001,0.831119
2R,15334001,0.831621
2R,15335001,0.832062
2R,15336001,0.832374
2R,15337001,0.832597
2R,15338001,0.832922
2R,15339001,0.833618
2R,15340001,0.833898
2R,15341001,0.834418
2R,15342001,0.834804
2R,15343001,0.835062
2R,15344001,0.835199
2R,15345001,0.835215
2R,15346001,0.835114
2R,15347001,0.834896
2R,15348001,0.834558
2R,15349001,0.834098
2R,15350001,0.833511
2R,15351001,0.832792
2R,15352001,0.831933
2R,15353001,0.830924
2R,15354001,0.829753
2R,15355001,0.828406
2R,15356001,0.826864
2R,15357001,0.825238
2R,15358001,0.823891
2R,15359001,0.822601
2R,15360001,0.819521
2R,15361001,0.818695
2R,15362001,0.817852
2R,15363001,0.817020
2R,15364001,0.816123
2R,15365001,0.815241
2R,15366001,0.814441
2R,15367001,0.813891
2R,15368001,0.813376
2R,15369001,0.812993
2R,15370001,0.812890
2R,15371001,0.813041
2R,15372001,0.813249
2R,15373001,0.813376
2R,15374001,0.813419
2R,15375001,0.813378
2R,15376001,0.813253
2R,15377001,0.813123
2R,15378001,0.813242
2R,15379001,0.813458
2R,15380001,0.813468
2R,15381001,0.813703
2R,15382001,0.813942
2R,15383001,0.814241
2R,15384001,0.814674
2R,15385001,0.815336
2R,15386001,0.816238
2R,15387001,0.817166
2R,15388001,0.818045
2R,15389001,0.818877
2R,15390001,0.819662
2R,15391001,0.820402
2R,15392001,0.821101
2R,15393001,0.821758
2R,15394001,0.822375
2R,15395001,0.822953
2R,15396001,0.823494
2R,15397001,0.823998
2R,15398001,0.824467
2R,15399001,0.824900
2R,15400001,0.824767
2R,15401001,0.825009
2R,15402001,0.825216
2R,15403001,0.825388
2R,15404001,0.825527
2R,15405001,0.825632
2R,15406001,0.825703
2R,15407001,0.825739
2R,15408001,0.825741
2R,15409001,0.825738
2R,15410001,0.825724
2R,15411001,0.825675
2R,15412001,0.825590
2R,15413001,0.825468
2R,15414001,0.825309
2R,15415001,0.825118
2R,15416001,0.825055
2R,15417001,0.825196
2R,15418001,0.825331
2R,15419001,0.825437
2R,15420001,0.826573
2R,15421001,0.826656
2R,15422001,0.826791
2R,15423001,0.827017
2R,15424001,0.827401
2R,15425001,0.827843
2R,15426001,0.828253
2R,15427001,0.828673
2R,15428001,0.829209
2R,15429001,0.829757
2R,15430001,0.830273
2R,15431001,0.830756
2R,15432001,0.831210
2R,15433001,0.831633
2R,15434001,0.832028
2R,15435001,0.832396
2R,15436001,0.832736
2R,15437001,0.833049
2R,15438001,0.833337
2R,15439001,0.833599
2R,15440001,0.835724
2R,15441001,0.835755
2R,15442001,0.835764
2R,15443001,0.835750
2R,15444001,0.835714
2R,15445001,0.835657
2R,15446001,0.835577
2R,15447001,0.835475
2R,15448001,0.835351
2R,15449001,0.835204
2R,15450001,0.835035
2R,15451001,0.834842
2R,15452001,0.834626
2R,15453001,0.834417
2R,15454001,0.834219
2R,15455001,0.834003
2R,15456001,0.833768
2R,15457001,0.833579
2R,15458001,0.833422
2R,15459001,0.833314
2R,15460001,0.839925
2R,15461001,0.839388
2R,15462001,0.838808
2R,15463001,0.838002
2R,15464001,0.837043
2R,15465001,0.836023
2R,15466001,0.834972
2R,15467001,0.834069
2R,15468001,0.833846
2R,15469001,0.834301
2R,15470001,0.834817
2R,15471001,0.835046
2R,15472001,0.835007
2R,15473001,0.835069
2R,15474001,0.835555
2R,15475001,0.835976
2R,15476001,0.836321
2R,15477001,0.836712
2R,15478001,0.836900
2R,15479001,0.836885
2R,15480001,0.843620
2R,15481001,0.843023
2R,15482001,0.842232
2R,15483001,0.841345
2R,15484001,0.840201
2R,15485001,0.838769
2R,15486001,0.837084
2R,15487001,0.835773
2R,15488001,0.835236
2R,15489001,0.835446
2R,15490001,0.836026
2R,15491001,0.836387
2R,15492001,0.836435
2R,15493001,0.836187
2R,15494001,0.835652
2R,15495001,0.834828
2R,15496001,0.833705
2R,15497001,0.832280
2R,15498001,0.830525
2R,15499001,0.828399
2R,15500001,0.830631
2R,15501001,0.829027
2R,15502001,0.827746
2R,15503001,0.826986
2R,15504001,0.826450
2R,15505001,0.826235
2R,15506001,0.826450
2R,15507001,0.826833
2R,15508001,0.827778
2R,15509001,0.828708
2R,15510001,0.829201
2R,15511001,0.829266
2R,15512001,0.829045
2R,15513001,0.828949
2R,15514001,0.828861
2R,15515001,0.829142
2R,15516001,0.829202
2R,15517001,0.828850
2R,15518001,0.828092
2R,15519001,0.827342
2R,15520001,0.829884
2R,15521001,0.829620
2R,15522001,0.829035
2R,15523001,0.828363
2R,15524001,0.828179
2R,15525001,0.828458
2R,15526001,0.829191
2R,15527001,0.830414
2R,15528001,0.831721
2R,15529001,0.832649
2R,15530001,0.833183
2R,15531001,0.833360
2R,15532001,0.833201
2R,15533001,0.832657
2R,15534001,0.831708
2R,15535001,0.830415
2R,15536001,0.829414
2R,15537001,0.828932
2R,15538001,0.828600
2R,15539001,0.828493
2R,15540001,0.829964
2R,15541001,0.830663
2R,15542001,0.831654
2R,15543001,0.832791
2R,15544001,0.834305
2R,15545001,0.836255
2R,15546001,0.838597
2R,15547001,0.840683
2R,15548001,0.842419
2R,15549001,0.843838
2R,15550001,0.844969
2R,15551001,0.845823
2R,15552001,0.846408
2R,15553001,0.846724
2R,15554001,0.846766
2R,15555001,0.846532
2R,15556001,0.846220
2R,15557001,0.845978
2R,15558001,0.845768
2R,15559001,0.845539
2R,15560001,0.845093
2R,15561001,0.844963
2R,15562001,0.844975
2R,15563001,0.845017
2R,15564001,0.845372
2R,15565001,0.845987
2R,15566001,0.846439
2R,15567001,0.846874
2R,15568001,0.847583
2R,15569001,0.848401
2R,15570001,0.849162
2R,15571001,0.850166
2R,15572001,0.851507
2R,15573001,0.853316
2R,15574001,0.855311
2R,15575001,0.857193
2R,15576001,0.858938
2R,15577001,0.860562
2R,15578001,0.862078
2R,15579001,0.863498
2R,15580001,0.864087
2R,15581001,0.865189
2R,15582001,0.866227
2R,15583001,0.867208
2R,15584001,0.868137
2R,15585001,0.869016
2R,15586001,0.869851
2R,15587001,0.870644
2R,15588001,0.871398
2R,15589001,0.872117
2R,15590001,0.872802
2R,15591001,0.873457
2R,15592001,0.874082
2R,15593001,0.874679
2R,15594001,0.875251
2R,15595001,0.875799
2R,15596001,0.876324
2R,15597001,0.876827
2R,15598001,0.877310
2R,15599001,0.877774
2R,15600001,0.877947
2R,15601001,0.878230
2R,15602001,0.878496
2R,15603001,0.878746
2R,15604001,0.878980
2R,15605001,0.879199
2R,15606001,0.879403
2R,15607001,0.879594
2R,15608001,0.879770
2R,15609001,0.879932
2R,15610001,0.880081
2R,15611001,0.880216
2R,15612001,0.880338
2R,15613001,0.880446
2R,15614001,0.880540
2R,15615001,0.880634
2R,15616001,0.880747
2R,15617001,0.880849
2R,15618001,0.880937
2R,15619001,0.881012
2R,15620001,0.881496
2R,15621001,0.881337
2R,15622001,0.881164
2R,15623001,0.880975
2R,15624001,0.880771
2R,15625001,0.880552
2R,15626001,0.880316
2R,15627001,0.880063
2R,15628001,0.879792
2R,15629001,0.879503
2R,15630001,0.879197
2R,15631001,0.878910
2R,15632001,0.878618
2R,15633001,0.878305
2R,15634001,0.877969
2R,15635001,0.877611
2R,15636001,0.877228
2R,15637001,0.876821
2R,15638001,0.876455
2R,15639001,0.876096
2R,15640001,0.877726
2R,15641001,0.877221
2R,15642001,0.876689
2R,15643001,0.876129
2R,15644001,0.875538
2R,15645001,0.874915
2R,15646001,0.874260
2R,15647001,0.873569
2R,15648001,0.872840
2R,15649001,0.872071
2R,15650001,0.871258
2R,15651001,0.870398
2R,15652001,0.869487
2R,15653001,0.868520
2R,15654001,0.867492
2R,15655001,0.866398
2R,15656001,0.865229
2R,15657001,0.863979
2R,15658001,0.862764
2R,15659001,0.861803
2R,15660001,0.862552
2R,15661001,0.860946
2R,15662001,0.859280
2R,15663001,0.858227
2R,15664001,0.857795
2R,15665001,0.857475
2R,15666001,0.857221
2R,15667001,0.856865
2R,15668001,0.856474
2R,15669001,0.855942
2R,15670001,0.855199
2R,15671001,0.854243
2R,15672001,0.853132
2R,15673001,0.851873
2R,15674001,0.850375
2R,15675001,0.848623
2R,15676001,0.846592
2R,15677001,0.844294
2R,15678001,0.842218
2R,15679001,0.840465
2R,15680001,0.838755
2R,15681001,0.836979
2R,15682001,0.835558
2R,15683001,0.834306
2R,15684001,0.833504
2R,15685001,0.833149
2R,15686001,0.833029
2R,15687001,0.833251
2R,15688001,0.833884
2R,15689001,0.834769
2R,15690001,0.835485
2R,15691001,0.836376
2R,15692001,0.837486
2R,15693001,0.838724
2R,15694001,0.840031
2R,15695001,0.841548
2R,15696001,0.843323
2R,15697001,0.845355
2R,15698001,0.847657
2R,15699001,0.849822
2R,15700001,0.850563
2R,15701001,0.852410
2R,15702001,0.854289
2R,15703001,0.855983
2R,15704001,0.857476
2R,15705001,0.858787
2R,15706001,0.859930
2R,15707001,0.860916
2R,15708001,0.861753
2R,15709001,0.862444
2R,15710001,0.862992
2R,15711001,0.863403
2R,15712001,0.864061
2R,15713001,0.865074
2R,15714001,0.865997
2R,15715001,0.866801
2R,15716001,0.867497
2R,15717001,0.868093
2R,15718001,0.868596
2R,15719001,0.869010
2R,15720001,0.867231
2R,15721001,0.867450
2R,15722001,0.867585
2R,15723001,0.867637
2R,15724001,0.867604
2R,15725001,0.867482
2R,15726001,0.867268
2R,15727001,0.866956
2R,15728001,0.866537
2R,15729001,0.866001
2R,15730001,0.865335
2R,15731001,0.864523
2R,15732001,0.863661
2R,15733001,0.863253
2R,15734001,0.862813
2R,15735001,0.862300
2R,15736001,0.862445
2R,15737001,0.863338
2R,15738001,0.864256
2R,15739001,0.864999
2R,15740001,0.861885
2R,15741001,0.862273
2R,15742001,0.862535
2R,15743001,0.862679
2R,15744001,0.862711
2R,15745001,0.862632
2R,15746001,0.862447
2R,15747001,0.862152
2R,15748001,0.861748
2R,15749001,0.861228
2R,15750001,0.860589
2R,15751001,0.859822
2R,15752001,0.858916
2R,15753001,0.857859
2R,15754001,0.856635
2R,15755001,0.855225
2R,15756001,0.853699
2R,15757001,0.852050
2R,15758001,0.850307
2R,15759001,0.848421
2R,15760001,0.842324
2R,15761001,0.840949
2R,15762001,0.839592
2R,15763001,0.838126
2R,15764001,0.836860
2R,15765001,0.835933
2R,15766001,0.835374
2R,15767001,0.835267
2R,15768001,0.835612
2R,15769001,0.836403
2R,15770001,0.837363
2R,15771001,0.838182
2R,15772001,0.838851
2R,15773001,0.839418
2R,15774001,0.840019
2R,15775001,0.840867
2R,15776001,0.841892
2R,15777001,0.842818
2R,15778001,0.843683
2R,15779001,0.844559
2R,15780001,0.842886
2R,15781001,0.843801
2R,15782001,0.844739
2R,15783001,0.845672
2R,15784001,0.846652
2R,15785001,0.847568
2R,15786001,0.848419
2R,15787001,0.849208
2R,15788001,0.849938
2R,15789001,0.850614
2R,15790001,0.851238
2R,15791001,0.851813
2R,15792001,0.852342
2R,15793001,0.852826
2R,15794001,0.853267
2R,15795001,0.853666
2R,15796001,0.854026
2R,15797001,0.854347
2R,15798001,0.854629
2R,15799001,0.854875
2R,15800001,0.853528
2R,15801001,0.853532
2R,15802001,0.853497
2R,15803001,0.853435
2R,15804001,0.853382
2R,15805001,0.853296
2R,15806001,0.853171
2R,15807001,0.853006
2R,15808001,0.852801
2R,15809001,0.852556
2R,15810001,0.852269
2R,15811001,0.851938
2R,15812001,0.851564
2R,15813001,0.851144
2R,15814001,0.850675
2R,15815001,0.850156
2R,15816001,0.849584
2R,15817001,0.848956
2R,15818001,0.848267
2R,15819001,0.847556
2R,15820001,0.846154
2R,15821001,0.845993
2R,15822001,0.845855
2R,15823001,0.845648
2R,15824001,0.845371
2R,15825001,0.845024
2R,15826001,0.844606
2R,15827001,0.844205
2R,15828001,0.844129
2R,15829001,0.844099
2R,15830001,0.844029
2R,15831001,0.843984
2R,15832001,0.843882
2R,15833001,0.843713
2R,15834001,0.843478
2R,15835001,0.843176
2R,15836001,0.842809
2R,15837001,0.842375
2R,15838001,0.841872
2R,15839001,0.841300
2R,15840001,0.840078
2R,15841001,0.839232
2R,15842001,0.838310
2R,15843001,0.837309
2R,15844001,0.836269
2R,15845001,0.835483
2R,15846001,0.834983
2R,15847001,0.834522
2R,15848001,0.833966
2R,15849001,0.833316
2R,15850001,0.832593
2R,15851001,0.831777
2R,15852001,0.830874
2R,15853001,0.830055
2R,15854001,0.829235
2R,15855001,0.828300
2R,15856001,0.827301
2R,15857001,0.826492
2R,15858001,0.825905
2R,15859001,0.825587
2R,15860001,0.825189
2R,15861001,0.825180
2R,15862001,0.824838
2R,15863001,0.824124
2R,15864001,0.823048
2R,15865001,0.822039
2R,15866001,0.821489
2R,15867001,0.821390
2R,15868001,0.821817
2R,15869001,0.822574
2R,15870001,0.823055
2R,15871001,0.823166
2R,15872001,0.823412
2R,15873001,0.824188
2R,15874001,0.825172
2R,15875001,0.826398
2R,15876001,0.828113
2R,15877001,0.829859
2R,15878001,0.831585
2R,15879001,0.833098
2R,15880001,0.832794
2R,15881001,0.834278
2R,15882001,0.835670
2R,15883001,0.837035
2R,15884001,0.838288
2R,15885001,0.839534
2R,15886001,0.840816
2R,15887001,0.842035
2R,15888001,0.843084
2R,15889001,0.843971
2R,15890001,0.844757
2R,15891001,0.845638
2R,15892001,0.846415
2R,15893001,0.847062
2R,15894001,0.847584
2R,15895001,0.847984
2R,15896001,0.848465
2R,15897001,0.849173
2R,15898001,0.849795
2R,15899001,0.850316
2R,15900001,0.848217
2R,15901001,0.848325
2R,15902001,0.848346
2R,15903001,0.848284
2R,15904001,0.848140
2R,15905001,0.847916
2R,15906001,0.847612
2R,15907001,0.847228
2R,15908001,0.846763
2R,15909001,0.846216
2R,15910001,0.845583
2R,15911001,0.844861
2R,15912001,0.844047
2R,15913001,0.843134
2R,15914001,0.842117
2R,15915001,0.840988
2R,15916001,0.839738
2R,15917001,0.838356
2R,15918001,0.836829
2R,15919001,0.835142
2R,15920001,0.831906
2R,15921001,0.829648
2R,15922001,0.827161
2R,15923001,0.824500
2R,15924001,0.822203
2R,15925001,0.820468
2R,15926001,0.819277
2R,15927001,0.818673
2R,15928001,0.818253
2R,15929001,0.817531
2R,15930001,0.816485
2R,15931001,0.815116
2R,15932001,0.813421
2R,15933001,0.811737
2R,15934001,0.810429
2R,15935001,0.809298
2R,15936001,0.808426
2R,15937001,0.807377
2R,15938001,0.806158
2R,15939001,0.805075
2R,15940001,0.803943
2R,15941001,0.802555
2R,15942001,0.801194
2R,15943001,0.799457
2R,15944001,0.797394
2R,15945001,0.795149
2R,15946001,0.793042
2R,15947001,0.791233
2R,15948001,0.789452
2R,15949001,0.787885
2R,15950001,0.786585
2R,15951001,0.785240
2R,15952001,0.783617
2R,15953001,0.781691
2R,15954001,0.779897
2R,15955001,0.778278
2R,15956001,0.776806
2R,15957001,0.775391
2R,15958001,0.773681
2R,15959001,0.772140
2R,15960001,0.770935
2R,15961001,0.769275
2R,15962001,0.767800
2R,15963001,0.766464
2R,15964001,0.765303
2R,15965001,0.764288
2R,15966001,0.763360
2R,15967001,0.762589
2R,15968001,0.761981
2R,15969001,0.761137
2R,15970001,0.760331
2R,15971001,0.759725
2R,15972001,0.759310
2R,15973001,0.759082
2R,15974001,0.759035
2R,15975001,0.759169
2R,15976001,0.759485
2R,15977001,0.759987
2R,15978001,0.760680
2R,15979001,0.761572
2R,15980001,0.763021
2R,15981001,0.764280
2R,15982001,0.765784
2R,15983001,0.767559
2R,15984001,0.769540
2R,15985001,0.771478
2R,15986001,0.773407
2R,15987001,0.774945
2R,15988001,0.776124
2R,15989001,0.776890
2R,15990001,0.777344
2R,15991001,0.777828
2R,15992001,0.778382
2R,15993001,0.778911
2R,15994001,0.779290
2R,15995001,0.779746
2R,15996001,0.780524
2R,15997001,0.781334
2R,15998001,0.782345
2R,15999001,0.783154
2R,16000001,0.784638
2R,16001001,0.784613
2R,16002001,0.784301
2R,16003001,0.784244
2R,16004001,0.784576
2R,16005001,0.785299
2R,16006001,0.786401
2R,16007001,0.787714
2R,16008001,0.788910
2R,16009001,0.789691
2R,16010001,0.790445
2R,16011001,0.791514
2R,16012001,0.792556
2R,16013001,0.793814
2R,16014001,0.795263
2R,16015001,0.796825
2R,16016001,0.798611
2R,16017001,0.800593
2R,16018001,0.802361
2R,16019001,0.803771
2R,16020001,0.806604
2R,16021001,0.807174
2R,16022001,0.807579
2R,16023001,0.808308
2R,16024001,0.809344
2R,16025001,0.810398
2R,16026001,0.811689
2R,16027001,0.813313
2R,16028001,0.815079
2R,16029001,0.816870
2R,16030001,0.818847
2R,16031001,0.820657
2R,16032001,0.822214
2R,16033001,0.823534
2R,16034001,0.824626
2R,16035001,0.825495
2R,16036001,0.826142
2R,16037001,0.826564
2R,16038001,0.826778
2R,16039001,0.826841
2R,16040001,0.830412
2R,16041001,0.830019
2R,16042001,0.830004
2R,16043001,0.830375
2R,16044001,0.831202
2R,16045001,0.832579
2R,16046001,0.834073
2R,16047001,0.835328
2R,16048001,0.836521
2R,16049001,0.838069
2R,16050001,0.839767
2R,16051001,0.841286
2R,16052001,0.842616
2R,16053001,0.843767
2R,16054001,0.844748
2R,16055001,0.845562
2R,16056001,0.846219
2R,16057001,0.846965
2R,16058001,0.847993
2R,16059001,0.849355
2R,16060001,0.858229
2R,16061001,0.860375
2R,16062001,0.862204
2R,16063001,0.863770
2R,16064001,0.865114
2R,16065001,0.866265
2R,16066001,0.867247
2R,16067001,0.868077
2R,16068001,0.868769
2R,16069001,0.869333
2R,16070001,0.869776
2R,16071001,0.870103
2R,16072001,0.870317
2R,16073001,0.870417
2R,16074001,0.870402
2R,16075001,0.870267
2R,16076001,0.870005
2R,16077001,0.869606
2R,16078001,0.869055
2R,16079001,0.868333
2R,16080001,0.874178
2R,16081001,0.872708
2R,16082001,0.870915
2R,16083001,0.868806
2R,16084001,0.867175
2R,16085001,0.866621
2R,16086001,0.866525
2R,16087001,0.866549
2R,16088001,0.867043
2R,16089001,0.867771
2R,16090001,0.868640
2R,16091001,0.869169
2R,16092001,0.869359
2R,16093001,0.869238
2R,16094001,0.868817
2R,16095001,0.868089
2R,16096001,0.867034
2R,16097001,0.865610
2R,16098001,0.863755
2R,16099001,0.861600
2R,16100001,0.865013
2R,16101001,0.864480
2R,16102001,0.864914
2R,16103001,0.865559
2R,16104001,0.865859
2R,16105001,0.865798
2R,16106001,0.865670
2R,16107001,0.865239
2R,16108001,0.864298
2R,16109001,0.863299
2R,16110001,0.862556
2R,16111001,0.861410
2R,16112001,0.860187
2R,16113001,0.859400
2R,16114001,0.858544
2R,16115001,0.857730
2R,16116001,0.857155
2R,16117001,0.857001
2R,16118001,0.857226
2R,16119001,0.858038
2R,16120001,0.861947
2R,16121001,0.862243
2R,16122001,0.863211
2R,16123001,0.864360
2R,16124001,0.865400
2R,16125001,0.866541
2R,16126001,0.867750
2R,16127001,0.868624
2R,16128001,0.869081
2R,16129001,0.869146
2R,16130001,0.868818
2R,16131001,0.868104
2R,16132001,0.867477
2R,16133001,0.867289
2R,16134001,0.867261
2R,16135001,0.866830
2R,16136001,0.866113
2R,16137001,0.865576
2R,16138001,0.864736
